type,id,author,editor,advisor,note,abstract,observaoes,GUI é o foco do estudo,ContextoProcessosDeNegocio,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,1631013,Bassem  Barake and Pradeep K. Atrey and Jiying  Zhao and Abdulmotaleb  El Saddik,,,,,,,,A User Friendly Mobile Device Interface to Assist Security Officers in Physical Monitoring at Public Places,29--36,,8,"layout display approach, mobile interface, physical monitoring",10.1145/1631005.1631013,,,,,,,2009,,Proceedings of the 2009 Workshop on Ambient Media Computing,AMC '09,,978-1-60558-760-8,"Beijing, China",ACM,"New York, NY, USA"
article,319313,Juan Carlos D&#237;az Mart&#237;n and Isidro Irala Veloso and Jos&#233; Manuel Rodr&#237;guez Garc&#237;a,,,,,,,,Building Tcl-Tk GUIs for HRT-HOOD Systems,113--123,,11,"HRT-HOOD, Tcl-Tk, real time systems, user interfaces",10.1145/319295.319313,Ada Lett.,Sept. 1999,XIX,3,,September,1999,1094-3641,,,,,,ACM,"New York, NY, USA"
article,319313,Juan Carlos D&#237;az Mart&#237;n and Isidro Irala Veloso and Jos&#233; Manuel Rodr&#237;guez Garc&#237;a,,,,,,,,Building Tcl-Tk GUIs for HRT-HOOD Systems,113--123,,11,"HRT-HOOD, Tcl-Tk, real time systems, user interfaces",10.1145/319294.319313,,,,,,,1999,,Proceedings of the 1999 Annual ACM SIGAda International Conference on Ada,SIGAda '99,,1-58113-127-5,"Redondo Beach, California, USA",ACM,"New York, NY, USA"
article,2892537,Janin  Koch and Antti  Oulasvirta,,,,,,,,Computational Layout Perception Using Gestalt Laws,1423--1429,,7,"computational perception, user interface layouts",10.1145/2851581.2892537,,,,,,,2016,,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems,CHI EA '16,,978-1-4503-4082-3,"Santa Clara, California, USA",ACM,"New York, NY, USA"
article,2370265,C&#233;line  Coutrix and Nadine  Mandran,,,,,,,,Identifying Emotions Expressed by Mobile Users Through 2D Surface and 3D Motion Gestures,311--320,,10,"affective computing, mobile user interfaces",10.1145/2370216.2370265,,,,,,,2012,,Proceedings of the 2012 ACM Conference on Ubiquitous Computing,UbiComp '12,,978-1-4503-1224-0,"Pittsburgh, Pennsylvania",ACM,"New York, NY, USA"
article,2892489,Benedikt  Merz and Alexandre N. Tuch and Klaus  Opwis,,,,,,,,Perceived User Experience of Animated Transitions in Mobile User Interfaces,3152--3158,,7,"animated transitions, user experience, user interface design",10.1145/2851581.2892489,,,,,,,2016,,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems,CHI EA '16,,978-1-4503-4082-3,"Santa Clara, California, USA",ACM,"New York, NY, USA"
article,2814207,Gabriel  Foust and Jaakko  J&#228;rvi and Sean  Parent,,,,,,,,Generating Reactive Programs for Graphical User Interfaces from Multi-way Dataflow Constraint Systems,121--130,,10,"Dataflow constraint systems, Graphical user interfaces, asynchronous programming",10.1145/2936314.2814207,SIGPLAN Not.,March 2016,51,3,,October,2015,0362-1340,,,,,,ACM,"New York, NY, USA"
article,2814207,Gabriel  Foust and Jaakko  J&#228;rvi and Sean  Parent,,,,,,,,Generating Reactive Programs for Graphical User Interfaces from Multi-way Dataflow Constraint Systems,121--130,,10,"Dataflow constraint systems, Graphical user interfaces, asynchronous programming",10.1145/2814204.2814207,,,,,,,2015,,Proceedings of the 2015 ACM SIGPLAN International Conference on Generative Programming: Concepts and Experiences,GPCE 2015,,978-1-4503-3687-1,"Pittsburgh, PA, USA",ACM,"New York, NY, USA"
article,2464459,Kyungmin  Lee and Jason  Flinn and T.J.  Giuli and Brian  Noble and Christopher  Peplin,,,,,,,,AMC: Verifying User Interface Properties for Vehicular Applications,1--12,,12,"android, model checking, vehicular user interfaces",10.1145/2462456.2464459,,,,,,,2013,,"Proceeding of the 11th Annual International Conference on Mobile Systems, Applications, and Services",MobiSys '13,,978-1-4503-1672-9,"Taipei, Taiwan",ACM,"New York, NY, USA"
article,1027963,Andr&#233; D. Milota,,,,,,,,Modality Fusion for Graphic Design Applications,167--174,,8,"graphic design, modality fusion, multimodal interface, pen interface, speech input",10.1145/1027933.1027963,,,,,,,2004,,Proceedings of the 6th International Conference on Multimodal Interfaces,ICMI '04,,1-58113-995-0,"State College, PA, USA",ACM,"New York, NY, USA"
article,581375,Paul T. Graunke and Shriram  Krishnamurthi,,,,,,,,"Advanced Control Flows for Flexible Graphical User Interfaces: Or, Growing GUIs on Trees or, Bookmarking GUIs",277--287,,11,,10.1145/581339.581375,,,,,,,2002,,Proceedings of the 24th International Conference on Software Engineering,ICSE '02,,1-58113-472-X,"Orlando, Florida",ACM,"New York, NY, USA"
article,566617,Fabio  Pellacini and Parag  Tole and Donald P. Greenberg,,,,,,,,A User Interface for Interactive Cinematic Shadow Design,563--566,,4,"human computer interaction, illumination, lighting design, user interface design",10.1145/566654.566617,ACM Trans. Graph.,July 2002,21,3,,July,2002,0730-0301,,,,,,ACM,"New York, NY, USA"
article,566617,Fabio  Pellacini and Parag  Tole and Donald P. Greenberg,,,,,,,,A User Interface for Interactive Cinematic Shadow Design,563--566,,4,"human computer interaction, illumination, lighting design, user interface design",10.1145/566570.566617,,,,,,,2002,,Proceedings of the 29th Annual Conference on Computer Graphics and Interactive Techniques,SIGGRAPH '02,,1-58113-521-1,"San Antonio, Texas",ACM,"New York, NY, USA"
article,1095268,Manuel A. P&#233;rez-Qui&#241;ones and Olga I. Padilla-Falto and Kathleen  McDevitt,,,,,,,,Automatic Language Translation for User Interfaces,60--63,,4,"international interfaces, internationalization, localization, translation, user interfaces",10.1145/1095242.1095268,,,,,,,2005,,Proceedings of the 2005 Conference on Diversity in Computing,TAPIA '05,,1-59593-257-7,"Albuquerque, New Mexico, USA",ACM,"New York, NY, USA"
article,2166989,Yosuke  Horiuchi and Tomoo  Inoue and Ken-ichi  Okada,,,,,,,,Virtual Stage Linked with a Physical Miniature Stage to Support Multiple Users in Planning Theatrical Productions,109--118,,10,"tabletop interface, tangible interface, theater, virtual space",10.1145/2166966.2166989,,,,,,,2012,,Proceedings of the 2012 ACM International Conference on Intelligent User Interfaces,IUI '12,,978-1-4503-1048-2,"Lisbon, Portugal",ACM,"New York, NY, USA"
article,1416567,Qing  Xie and Atif M Memon,,,,,,,,Using a Pilot Study to Derive a GUI Model for Automated Testing,7:1--7:35,7,35,"Graphical user interfaces, model-based testing, test minimization, test suite management",10.1145/1416563.1416567,ACM Trans. Softw. Eng. Methodol.,November 2008,18,2,,November,2008,1049-331X,,,,,,ACM,"New York, NY, USA"
article,2543654,Mauro  Te&#243;filo and Luiz  Cavalcanti and Vicente Ferreira de Lucena,,,,,,,,A SMS-based Application Store for Emerging Market: A Case Study,66:1--66:4,66,4,"SMS, low-end mobile phones, user interface",10.1145/2543651.2543654,,,,,,,2013,,SIGGRAPH Asia 2013 Symposium on Mobile Graphics and Interactive Applications,SA '13,,978-1-4503-2633-9,"Hong Kong, Hong Kong",ACM,"New York, NY, USA"
article,1134404,Judith  Bishop,,,,,,,,Multi-platform User Interface Construction: A Challenge for Software Engineering-in-the-small,751--760,,10,".NET, GUI library reuse, XAML, XUL, graphical user interfaces, mirrors, mobile devices, platform independence, portability, reflection, tangible user interfaces, views",10.1145/1134285.1134404,,,,,,,2006,,Proceedings of the 28th International Conference on Software Engineering,ICSE '06,,1-59593-375-1,"Shanghai, China",ACM,"New York, NY, USA"
article,128693,"Sherman W. Tyler and Jon L. Schlossberg and Robert A. Gargan,Jr. and Linda K. Cook and Joseph W. Sullivan",,,,,,,,An Intelligent Interface Architecture for Adaptive Interaction,85--109,,25,,10.1145/107215.128693,,,,,,,,,Intelligent User Interfaces,,,0-201-50305-0,,ACM,"New York, NY, USA"
article,365115,Jun  Rekimoto and Brygg  Ullmer and Haruo  Oba,,,,,,,,DataTiles: A Modular Platform for Mixed Physical and Graphical Interactions,269--276,,8,"graphical user interfaces, interaction techniques, radio-frequency identification tags, tangible user interfaces, visual language",10.1145/365024.365115,,,,,,,2001,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '01,,1-58113-327-8,"Seattle, Washington, USA",ACM,"New York, NY, USA"
article,2380303,Haipeng  Mi and Kentaro  Ishii and Lei  Ma and Natsuda  Laokulrat and Masahiko  Inami and Takeo  Igarashi,,,,,,,,Pebbles: An Interactive Configuration Tool for Indoor Robot Navigation,11--12,,2,"indoor navigation, interactive configuration, non-expert user, tangible user interface",10.1145/2380296.2380303,,,,,,,2012,,Adjunct Proceedings of the 25th Annual ACM Symposium on User Interface Software and Technology,UIST Adjunct Proceedings '12,,978-1-4503-1582-1,"Cambridge, Massachusetts, USA",ACM,"New York, NY, USA"
article,2516574,"David E. Dass,Jr. and Alex  Uyttendaele and Jacques  Terken",,,,,,,,Haptic In-seat Feedback for Lane Departure Warning,258--261,,4,automotive user interfaces,10.1145/2516540.2516574,,,,,,,2013,,Proceedings of the 5th International Conference on Automotive User Interfaces and Interactive Vehicular Applications,AutomotiveUI '13,,978-1-4503-2478-6,"Eindhoven, Netherlands",ACM,"New York, NY, USA"
article,128716,James  Foley and Won Chul Kim and Srdjan  Kovacevic and Kevin  Murray,,,,,,,,UIDE&Mdash;an Intelligent User Interface Design Environment,339--384,,46,,10.1145/107215.128716,,,,,,,,,Intelligent User Interfaces,,,0-201-50305-0,,ACM,"New York, NY, USA"
article,1169035,Kenneth G. Franqueiro and Robert M. Siegfried,,,,,,,,Designing a Scripting Language to Help the Blind Program Visually,241--242,,2,"blind programmers, graphical user interfaces, visual basic, visual programming",10.1145/1168987.1169035,,,,,,,2006,,Proceedings of the 8th International ACM SIGACCESS Conference on Computers and Accessibility,Assets '06,,1-59593-290-9,"Portland, Oregon, USA",ACM,"New York, NY, USA"
article,638285,Frankie  James and Jeff  Roelands,,,,,,,,Voice over Workplace (VoWP): Voice Navigation in a Complex Business GUI,197--204,,8,"GUI, accessibility, physical disabilities, user studies, voice interface",10.1145/638249.638285,,,,,,,2002,,Proceedings of the Fifth International ACM Conference on Assistive Technologies,Assets '02,,1-58113-464-9,"Edinburgh, Scotland",ACM,"New York, NY, USA"
article,1720032,Wai-Man  Pang,,,,,,,,An Intuitive Texture Picker,365--368,,4,"multidimensional scaling, texture pattern picker, texture selection GUI, texture similarity",10.1145/1719970.1720032,,,,,,,2010,,Proceedings of the 15th International Conference on Intelligent User Interfaces,IUI '10,,978-1-60558-515-4,"Hong Kong, China",ACM,"New York, NY, USA"
article,2729516,Bonchang  Koo and Joonho  Kim and Jundong  Cho,,,,,,,,Leap Motion Gesture Based Interface for Learning Environment by Using Leap Motion,209--214,,6,"gesture interface, human-computer interaction, leap motion, natural user interface",,,,,,,,2014,,Proceedings of HCI Korea,HCIK '15,,978-89-6848-752-1,"Seoul, Republic of Korea","Hanbit Media, Inc.",South Korea
article,192493,Steven H. Tang and Mark A. Linton,,,,,,,,Blending Structured Graphics and Layout,167--173,,7,"object-oriented graphics, structured graphics, user interface builder, user interface toolkit",10.1145/192426.192493,,,,,,,1994,,Proceedings of the 7th Annual ACM Symposium on User Interface Software and Technology,UIST '94,,0-89791-657-3,"Marina del Rey, California, USA",ACM,"New York, NY, USA"
article,1357205,Andreas  L&#246;hr and Bernd  Br&#252;gge,,,,,,,,Mixed-initiative Dialog Management for Speech-based Interaction with Graphical User Interfaces,979--988,,10,"command-and-control, speech-controlled gui",10.1145/1357054.1357205,,,,,,,2008,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '08,,978-1-60558-011-1,"Florence, Italy",ACM,"New York, NY, USA"
article,2070498,Prasenjit  Dey and Muthuselvam  Selvaraj and Bowon  Lee,,,,,,,,Robust User Context Analysis for Multimodal Interfaces,81--88,,8,"human-computer-interaction., multimodal systems, speech, user context",10.1145/2070481.2070498,,,,,,,2011,,Proceedings of the 13th International Conference on Multimodal Interfaces,ICMI '11,,978-1-4503-0641-6,"Alicante, Spain",ACM,"New York, NY, USA"
article,142635,Osamu  Hashimoto and Brad A. Myers,,,,,,,,Graphical Styles for Building Interfaces by Demonstration,117--124,,8,"demonstrational interfaces, direct manipulation, garnet, inferencing, styles, tabs, user interface builder, user interface management system",10.1145/142621.142635,,,,,,,1992,,Proceedings of the 5th Annual ACM Symposium on User Interface Software and Technology,UIST '92,,0-89791-549-6,"Monteray, California, USA",ACM,"New York, NY, USA"
article,2037427,Jussi  Huhtala and Minna  Karukka and Marja  Salmimaa and Jonna  H&#228;kkil&#228;,,,,,,,,Evaluating Depth Illusion As Method of Adding Emphasis in Autostereoscopic Mobile Displays,357--360,,4,"3D user interfaces, UI design, autostereoscopic display, mobile user interfaces",10.1145/2037373.2037427,,,,,,,2011,,Proceedings of the 13th International Conference on Human Computer Interaction with Mobile Devices and Services,MobileHCI '11,,978-1-4503-0541-9,"Stockholm, Sweden",ACM,"New York, NY, USA"
article,1111455,Andreas  Butz and Christian  Kray and Antonio  Kr&#252;ger and Carsten  Schwesig,,,,,,,,Workshop W2: Multi-user and Ubiquitous User Interfaces (MU3I 2006),15--15,,1,"multi-user interfaces, ubiquitous interfaces",10.1145/1111449.1111455,,,,,,,2006,,Proceedings of the 11th International Conference on Intelligent User Interfaces,IUI '06,,1-59593-287-9,"Sydney, Australia",ACM,"New York, NY, USA"
article,275637,Ralph D. Hill,,,,,,,,Event-response Systems: A Technique for Specifying Multi-threaded Dialogues,241--248,,8,"concurrency, user interface management systems",10.1145/30851.275637,SIGCHI Bull.,May 1987,17,SI,,May,1986,0736-6906,,,,,,ACM,"New York, NY, USA"
article,275637,Ralph D. Hill,,,,,,,,Event-response Systems: A Technique for Specifying Multi-threaded Dialogues,241--248,,8,"concurrency, user interface management systems",10.1145/29933.275637,,,,,,,1987,,Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,CHI '87,,0-89791-213-6,"Toronto, Ontario, Canada",ACM,"New York, NY, USA"
article,275637,Ralph D. Hill,,,,,,,,Event-response Systems: A Technique for Specifying Multi-threaded Dialogues,241--248,,8,"concurrency, user interface management systems",10.1145/1165387.275637,SIGCHI Bull.,April 1987,18,4,,May,1986,0736-6906,,,,,,ACM,"New York, NY, USA"
article,1101214,Frank  Nielsen and Richard  Nock,,,,,,,,ClickRemoval: Interactive Pinpoint Image Object Removal,315--318,,4,"computational photography, inpainting, texture synthesis, user interface, user-steered segmentation",10.1145/1101149.1101214,,,,,,,2005,,Proceedings of the 13th Annual ACM International Conference on Multimedia,MULTIMEDIA '05,,1-59593-044-2,"Hilton, Singapore",ACM,"New York, NY, USA"
article,238406,Stephen W. Mereu and Rick  Kazman,,,,,,,,Audio Enhanced 3D Interfaces for Visually Impaired Users,72--78,,7,"3D interface, auditory interface, disability access, user interface",10.1145/238386.238406,,,,,,,1996,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '96,,0-89791-777-4,"Vancouver, British Columbia, Canada",ACM,"New York, NY, USA"
article,1996502,Federico  Bellucci and Giuseppe  Ghiani and Fabio  Patern&#242; and Carmen  Santoro,,,,,,,,Engineering JavaScript State Persistence of Web Applications Migrating Across Multiple Devices,105--110,,6,"continuity, migratory user interfaces, multi-device environments, user interface adaptation",10.1145/1996461.1996502,,,,,,,2011,,Proceedings of the 3rd ACM SIGCHI Symposium on Engineering Interactive Computing Systems,EICS '11,,978-1-4503-0670-6,"Pisa, Italy",ACM,"New York, NY, USA"
article,1731907,Thomas E. Hansen and Juan Pablo Hourcade and Mathieu  Virbel and Sharath  Patali and Tiago  Serra,,,,,,,,PyMT: A post-WIMP Multi-touch User Interface Toolkit,17--24,,8,"GUI, Python, UI toolkits, graphics, multi-touch, open source, post-WIMP, user interfaces",10.1145/1731903.1731907,,,,,,,2009,,Proceedings of the ACM International Conference on Interactive Tabletops and Surfaces,ITS '09,,978-1-60558-733-2,"Banff, Alberta, Canada",ACM,"New York, NY, USA"
article,1501862,Akihiro  Furuhira and Wynand  Marais and Bruce  Thomas,,,,,,,,Supporting Remote Tangible Robotic Entertainment,412--412,,1,"remote gaming, remote interfaces, tangible user interfaces",10.1145/1501750.1501862,,,,,,,2008,,Proceedings of the 2008 International Conference on Advances in Computer Entertainment Technology,ACE '08,,978-1-60558-393-8,"Yokohama, Japan",ACM,"New York, NY, USA"
